,ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Contribution_ID,Word_ID,BorrowedScore,AgeScore,SimplicityScore,Borrowed,Analyzability,Age,ContactSituation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source,x1,word,origin_type,source_language,original_word,source_language_short,symbol,word_form_source,n,y,color,source_language_lumped
140,7425,13,5-35,cup,,,13,13,72212320273453631,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1000 [13],Latin contact [13],c. 1000,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,289.0,cup,immediate,Latin,"cuppa (Vulgar), cūpa (Classical)",Latin,,"cup / cuppa (Vulgar), cūpa (Classical)",116,85,#221F1D,Latin
233,7599,13,8-15,cultivate,,,13,13,72212320690729081,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1620-1655 [13],French contact [13],1620-1655,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,288.0,cultivate,immediate,Latin,cultivāre,Latin,,cultivate / cultivāre,116,86,#221F1D,Latin
371,7957,13,12-77,cross,,,13,13,72212320291786559,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,936-984 [13],French contact [13],936-984,,,,,,Insertion,,,,,,,,,May have entered English via a Celtic language or (in Northern England) through Old Norse; the Latin word may itself be of Phoenician origin.,,,,Present only since contact,,282.0,cross,immediate,Latin,crux,Latin,,cross / crux,116,87,#221F1D,Latin
112,7346,13,4-67,copulate,,,13,13,72212320473342031,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1632 [13],Latin contact [13],1632,,,,,,Coexistence,,,,,,,,,,,Formal,,Present in pre-contact environment,,255.0,copulate,immediate,Latin,copulāre,Latin,,copulate / copulāre,116,88,#221F1D,Latin
284,7727,13,9-66,copper,,,13,13,72212320489704377,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-Germanic [13],Latin to Germanic [13],Proto-Germanic,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,253.0,copper,immediate,Latin,cuprum,Latin,,copper / cuprum,116,89,#221F1D,Latin
630,7671,13,8-996,cone,,,13,13,72212320923955659,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1570 [13],Latin contact [13],1570,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,249.0,cone,immediate,Latin,conus,Latin,,cone / conus,116,90,#221F1D,Latin
255,7652,13,8-83,citrus,,,13,13,72212320831524338,1.0,0.8,1.0,1. clearly borrowed,unanalyzable,1825 [13],Latin contact [13],1825,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,213.0,citrus,immediate,Latin,citrus,Latin,,citrus / citrus,116,91,#221F1D,Latin
629,8402,13,22-5,circumcision,,,13,13,72212320719232529,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,c. 1175 [13],Latin contact [13],c. 1175,,,,,,Insertion,,circumcise-NMLZ,,,,,,,,,,,Present only since contact,,210.0,circumcision,immediate,Latin,circumcīdere,Latin,,circumcision / circumcīdere,116,92,#221F1D,Latin
374,7960,13,12-82,circle,,,13,13,72212320293670762,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1000 [13],Latin contact [13],c. 1000,,,,,,Replacement,,,,,,,,,Reinforced by borrowing from French into Middle English,,,,Present in pre-contact environment,,209.0,circle,immediate,Latin,circulus,Latin,,circle / circulus,116,93,#221F1D,Latin
102,7297,13,4-4,chest,,,13,13,72212320114628580,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1530 [13],Latin contact [13],1530,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,196.0,chest,immediate,Latin,cista,Latin,,chest / cista,116,94,#221F1D,Latin
168,7473,13,5-88,cheese,,,13,13,72212320936771167,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-West Germanic [13],Latin to West Germanic [13],Proto-West Germanic,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,195.0,cheese,immediate,Latin,cāseus,Latin,,cheese / cāseus,116,95,#221F1D,Latin
351,7883,13,11-89,cheap,,,13,13,72212320777466708,0.75,1.0,1.0,2. probably borrowed,unanalyzable,Proto-Germanic [13],Latin to Germanic [13],Proto-Germanic,,,,,,Insertion,,,,,,,,,Oxford English Dictionary states that there are difficulties with a Latin etymon for this form.  ‘Cheap’ in its modern adjectival sense dates from 1500s.,,,,Present in pre-contact environment,,194.0,cheap,immediate,Latin,caupō,Latin,,cheap / caupō,116,96,#221F1D,Latin
643,7215,13,3-913,chameleon,,,13,13,72212320156458532,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1340 [13],Latin contact [13],c. 1340,,,,,,Insertion,,,,,,,,,Greek to Latin to English,,,,Present only since contact,,188.0,chameleon,immediate,Latin,chamaeleon,Latin,,chameleon / chamaeleon,116,97,#221F1D,Latin
76,7181,13,3-814,centipede,,,13,13,72212320597091672,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1601 [13],Latin contact [13],1601,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,181.0,centipede,immediate,Latin,centipeda,Latin,,centipede / centipeda,116,98,#221F1D,Latin
186,7518,13,6-55,cap,,,13,13,72212320444754346,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1000 [13],Latin contact [13],c. 1000,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,148.0,cap,immediate,Latin,cappa,Latin,,cap / cappa,116,99,#221F1D,Latin
220,7577,13,7-46,candle,,,13,13,72212320365798347,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 700 [13],Latin contact [13],before 700,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,145.0,candle,immediate,Latin,candella,Latin,,candle / candella,116,100,#221F1D,Latin
633,7592,13,7-65,camp,,,13,13,72212320193844837,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-Germanic [13],Latin to Germanic [13],Proto-Germanic,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,144.0,camp,immediate,Latin,campus,Latin,,camp / campus,116,101,#221F1D,Latin
74,7176,13,3-78,camel,,,13,13,72212320102662704,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 950 [13],Latin contact [13],c. 950,,,,,,Insertion,,,,,,,,,Semitic languages to Greek to Latin to English.,,,,Present only since contact,,142.0,camel,immediate,Latin,camēlus,Latin,,camel / camēlus,116,102,#221F1D,Latin
169,7474,13,5-89,butter,,,13,13,72212320131521476,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1000 [13],Latin contact [13],c. 1000,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,131.0,butter,immediate,Latin,butyrum,Latin,,butter / butyrum,116,103,#221F1D,Latin
570,8409,13,23-15,bus,,,13,13,72212320295447116,1.0,0.8,1.0,1. clearly borrowed,unanalyzable,1832 [13],Latin contact [13],1832,,,,English neologism on a Latin base. (OMNIBUS 1829),,Insertion,,,,,,,,,,,,,Present only since contact,,130.0,bus,immediate,Latin,omnibus,Latin,,bus / omnibus,116,104,#221F1D,Latin
187,7519,13,6-57,belt,,,13,13,72212320599020101,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-Germanic [13],Latin to Germanic [13],Proto-Germanic,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,85.0,belt,immediate,Latin,balteus,Latin,,belt / balteus,116,105,#221F1D,Latin
460,8210,13,17-52,because,,,13,13,72212320602300070,1.0,1.0,0.5,1. clearly borrowed,analyzable compound,1305 [13],Latin contact [13],1305,“by” (Proto-Germanic) - “cause” (Latin),,,,,Replacement,,by-cause,,,,,,,,,,,Present in pre-contact environment,,83.0,because,immediate,Latin,"causa, earlier caussa",Latin,,"because / causa, earlier caussa",116,106,#221F1D,Latin
86,7236,13,4-151,artery,,,13,13,72212320830679751,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1398 [13],Latin contact [13],1398,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,48.0,artery,immediate,Latin,artēria,Latin,,artery / artēria,116,107,#221F1D,Latin
96,7277,13,4-312,armpit,,,13,13,72212320628595670,1.0,1.0,0.5,1. clearly borrowed,analyzable compound,before 1400 [13],Latin contact [13],before 1400,,,,Only second part borrowed,,Replacement,,ARM + PIT (see below),,,,,,,,,,,Present in pre-contact environment,,41.0,armpit,immediate,Latin,put(t)eus,Latin,,armpit / put(t)eus,116,108,#221F1D,Latin
415,8128,13,16-33,anxiety,,,13,13,72212320593518979,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,c. 1525 [13],Latin contact [13],c. 1525,,,,,,Coexistence,,ANXI (-OUS) + abstract -ETY,,,,,,,,,,,Present in pre-contact environment,,34.0,anxiety,immediate,Latin,"anxietā-s, -tem",Latin,,"anxiety / anxietā-s, -tem",116,109,#221F1D,Latin
51,7101,13,3-11,animal,,,13,13,72212320902361118,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1398 [13],Latin contact [13],1398,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,31.0,animal,immediate,Latin,animālis,Latin,,animal / animālis,116,110,#221F1D,Latin
321,7830,13,10-89,anchor,,,13,13,72212320831683512,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-Germanic [13],Latin to Germanic [13],Proto-Germanic,,,,,,Insertion,,,,,,,,,If not Proto-Germanic then it is at least well-distributed among older Germanic languages,,,,Present only since contact,,28.0,anchor,immediate,Latin,anchora,Latin,,anchor / anchora,116,111,#221F1D,Latin
553,8380,13,22-14,altar,,,13,13,72212320137588863,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1000 [13],Latin contact [13],c. 1000,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,23.0,altar,immediate,Latin,altāre,Latin,,altar / altāre,116,112,#221F1D,Latin
571,8411,13,23-16,aeroplane,,,13,13,72212320791565167,0.0,0.8,1.0,5. no evidence for borrowing,unanalyzable,1866 [13],Latin contact [13],1866,,,,Coined in Britain from Latin roots.,,Insertion,,,,,,,,,,,,,Present only since contact,,13.0,aeroplane,immediate,Latin,aēr + plānus,Latin,,aeroplane / aēr + plānus,116,113,#221F1D,Latin
533,8351,13,21-16,adjudicate,,,13,13,72212320912175442,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1700 [13],Latin contact [13],1700,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,6.0,adjudicate,immediate,Latin,adiudicāre,Latin,,adjudicate / adiudicāre,116,114,#221F1D,Latin
392,8054,13,14-68,Saturday,,,13,13,72212320184881495,1.0,1.0,0.5,1. clearly borrowed,analyzable compound,before 900 [13],Latin contact [13],before 900,Latin “saturnus” + Germanic “day”,,,,,No information,,SATURN (Roman god) + DAY,,,,,,,,,,,Present only since contact,,,Saturday,immediate,Latin,Saturnus,Latin,,Saturday / Saturnus,116,115,#221F1D,Latin
465,8239,13,18-23,(be) silent,,,13,13,72212320324327065,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1565 [13],French contact [13],1565,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,86.0,(be) silent,immediate,Latin,"silen-s, -tem",Latin,,"(be) silent / silen-s, -tem",116,116,#221F1D,Latin
101,7295,13,4-392,wing,,,13,13,72212320993687290,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1176 [13],Old Norse contact [13],c. 1176,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,,wing,immediate,Old Norse,vængir,Old Norse,,wing / vængir,54,1,#221F1D,Old Norse
211,7563,13,7-25,window,,,13,13,72212320130320251,1.0,1.0,0.75,1. clearly borrowed,semi-analyzable,1225 [13],Old Norse contact [13],1225,,,,,,Insertion,,WIND + EYE (which see),,,,,,,,,,,Present in pre-contact environment,,,window,immediate,Old Norse,vindauga,Old Norse,,window / vindauga,54,2,#221F1D,Old Norse
18,6992,13,1-362,whirlpool,,,13,13,72212319756239930,1.0,0.9,0.5,1. clearly borrowed,analyzable compound,1530 [13],Old Norse contact [13],1530,The first elementt is borrowed; the second may be borrowed; the compound is peculiarly English,,,,,No information,,whirl ‘to spin around’ and pool ‘small lake’,,,,,,,“pool” may also be a loan into Germanic from Late Latin but this is uncertain,,,,Present in pre-contact environment,,,whirlpool,immediate,Old Norse,hvirfla,Old Norse,,whirlpool / hvirfla,54,3,#221F1D,Old Norse
425,8147,13,16-62,want,,,13,13,7221232034501632,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1200 [13],Old Norse contact [13],c. 1200,,,,Current sense of ‘desire’ has developed within English,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,want,immediate,Old Norse,vanta,Old Norse,,want / vanta,54,4,#221F1D,Old Norse
435,8166,13,16-82,ugly,,,13,13,72212320400671917,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1250 [13],Old Norse contact [13],c. 1250,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,ugly,immediate,Old Norse,uggligr,Old Norse,,ugly / uggligr,54,5,#221F1D,Old Norse
50,7100,13,2-96,they,,,13,13,72212319634518478,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1200 [13],Old Norse contact [13],c. 1200,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,,they,immediate,Old Norse,þeir,Old Norse,,they / þeir,54,6,#221F1D,Old Norse
323,7835,13,11-13,take,,,13,13,72212320233792161,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1100 [13],Old Norse contact [13],c. 1100,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,,take,immediate,Old Norse,taka,Old Norse,,take / taka,54,7,#221F1D,Old Norse
279,7710,13,9-37,sweep,,,13,13,72212320753593566,0.75,1.0,1.0,2. probably borrowed,unanalyzable,1300 [13],Old Norse contact [13],1300,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,,sweep,immediate,Old Norse,svipa,Old Norse,,sweep / svipa,54,8,#221F1D,Old Norse
23,7004,13,1-51,sky,,,13,13,72212319170700024,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1220 [13],Old Norse contact [13],c. 1220,,,,This word replaced its Old English cognate sceo and meant ‘cloud’ until the 15th century,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,sky,immediate,Old Norse,ský,Old Norse,,sky / ský,54,9,#221F1D,Old Norse
89,7245,13,4-202,skull,,,13,13,7221232062652711,0.5,1.0,1.0,3. perhaps borrowed,unanalyzable,c. 1290 [13],Old Norse contact [13],c. 1290,,,,,,Replacement,,,,,,,,,This etymology is by no means certain.,,,,Present in pre-contact environment,,,skull,immediate,Old Norse,skoltr,Old Norse,,skull / skoltr,54,10,#221F1D,Old Norse
182,7509,13,6-46,skirt,,,13,13,72212320673453277,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1300 [13],Old Norse contact [13],before 1300,,,,,,No information,,,,,,,,,,,,,No information,,,skirt,immediate,Old Norse,skyrta,Old Norse,,skirt / skyrta,54,11,#221F1D,Old Norse
38,7062,13,2-45,sister,,,13,13,72212319895792902,0.75,1.0,1.0,2. probably borrowed,unanalyzable,before 900 [13],Old Norse contact [13],before 900,,,,,,Replacement,,,,,,,,,"This is a difficult case - is the form borrowed from Norse or inherited? - but the balance of phonological evidence suggests borrowing.  In any case, the form is of Proto-Indo-European origin.",,,,Present in pre-contact environment,,,sister,immediate,Old Norse,systir,Old Norse,,sister / systir,54,12,#221F1D,Old Norse
464,8230,13,18-18,shriek,,,13,13,72212320389815396,0.5,0.9,1.0,3. perhaps borrowed,unanalyzable,1577 [13],Old Norse contact [13],1577,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,shriek,immediate,Old Norse,skrækja,Old Norse,,shriek / skrækja,54,13,#221F1D,Old Norse
437,8178,13,17-18,seem,,,13,13,72212320664669895,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1225 [13],Old Norse contact [13],before 1225,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,seem,immediate,Old Norse,séma,Old Norse,,seem / séma,54,14,#221F1D,Old Norse
147,7439,13,5-48,scrape,,,13,13,72212320382207931,0.75,1.0,1.0,2. probably borrowed,unanalyzable,1382 [13],Old Norse contact [13],1382,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,,scrape,immediate,Old Norse,skrapa,Old Norse,,scrape / skrapa,54,15,#221F1D,Old Norse
472,8252,13,18-39,scold,,,13,13,72212320602185781,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1200 [13],Old Norse contact [13],c. 1200,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,scold,immediate,Old Norse,skáldr,Old Norse,,scold / skáldr,54,16,#221F1D,Old Norse
613,8473,13,24-13,same,,,13,13,72212320565014513,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1300 [13],Old Norse contact [13],c. 1300,,,,The Norse word goes back to Proto-Indo-European,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,same,immediate,Old Norse,sámr,Old Norse,,same / sámr,54,17,#221F1D,Old Norse
130,7403,13,5-125,rotten,,,13,13,72212320330682797,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,c. 1225 [13],Old Norse contact [13],c. 1225,,,,,,Coexistence,,rot-PST.PTCP,,,,,,,,,,,Present in pre-contact environment,,,rotten,immediate,Old Norse,rotinn,Old Norse,,rotten / rotinn,54,18,#221F1D,Old Norse
621,7206,13,3-871,reindeer,,,13,13,72212320777166478,1.0,1.0,0.75,1. clearly borrowed,semi-analyzable,before 1400 [13],Old Norse contact [13],before 1400,,,,,,Insertion,,REIN (name of kind of animal) + DEER,,,,,,,The simplex giving “rein” is recorded once in Old English; the route of the word into English is uncertain but ultimate derivation from Old Norse is assured.,,,,Present only since contact,,,reindeer,immediate,Old Norse,hreinndýri,Old Norse,,reindeer / hreinndýri,54,19,#221F1D,Old Norse
301,7760,13,10-22,raise,,,13,13,72212320492022850,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1240 [13],Old Norse contact [13],before 1240,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,raise,immediate,Old Norse,reisa,Old Norse,,raise / reisa,54,20,#221F1D,Old Norse
199,7535,13,6-81,rag,,,13,13,76271412380910010,0.75,1.0,1.0,2. probably borrowed,unanalyzable,c. 1310 [13],Old Norse contact [13],c. 1310,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,rag,immediate,Old Norse,ragg,Old Norse,,rag / ragg,54,21,#221F1D,Old Norse
319,7823,13,10-84,raft,,,13,13,72212320667514825,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1420 [13],Old Norse contact [13],1420,,,,,,No information,,,,,,,,,This form preserves the Norse masculine nominal ending -r as part of the stem in English.,,,,No information,,,raft,immediate,Old Norse,raptr,Old Norse,,raft / raptr,54,22,#221F1D,Old Norse
290,7740,13,9-78,netbag,,,13,13,812221153849447844,1.0,0.9,0.5,1. clearly borrowed,analyzable compound,1598 [13],Old Norse contact [13],1598,,,,,,Insertion,,NET + BAG,,,,,,,,,,,Present only since contact,,616.0,netbag,immediate,Old Norse,baggi,Old Norse,,netbag / baggi,54,23,#221F1D,Old Norse
431,8162,13,16-77,mistake,,,13,13,72212320732264460,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,before 1382 [13],Old Norse contact [13],before 1382,Second half is borrowed from Norse,,,,,Coexistence,,MIS- + TAKE (which see),,,,,,,,,,,Present in pre-contact environment,,578.0,mistake,immediate,Old Norse,taka,Old Norse,,mistake / taka,54,24,#221F1D,Old Norse
302,7761,13,10-22,lift,,,13,13,72212320873747701,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1300 [13],Old Norse contact [13],before 1300,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,533.0,lift,immediate,Old Norse,lypta,Old Norse,,lift / lypta,54,25,#221F1D,Old Norse
98,7286,13,4-35,leg,,,13,13,72212320546329458,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1275 [13],Old Norse contact [13],c. 1275,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,527.0,leg,immediate,Old Norse,legg-r,Old Norse,,leg / legg-r,54,26,#221F1D,Old Norse
531,8349,13,21-11,law,,,13,13,72212320665886218,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1000 [13],Old Norse contact [13],before 1000,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,525.0,law,immediate,Old Norse,lagu,Old Norse,,law / lagu,54,27,#221F1D,Old Norse
117,7367,13,4-84,ill,,,13,13,72212320204692258,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1200 [13],Old Norse contact [13],before 1200,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,480.0,ill,immediate,Old Norse,illr,Old Norse,,ill / illr,54,28,#221F1D,Old Norse
32,7050,13,2-31,husband,,,13,13,72212319946251977,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1000 [13],Old Norse contact [13],c. 1000,,,,,,Insertion,,,,,,,,,The term has undergone semantic shift from ‘yeoman’ to ‘married man’ within English,,,,Present in pre-contact environment,,473.0,husband,immediate,Old Norse,húsbondi,Old Norse,,husband / húsbondi,54,29,#221F1D,Old Norse
